,ID,cell,AbsoluteC,mean_shift_clusters
353,NDPK5m,Astrocyte,0.0133538436871063,0
354,NDPK6m,Astrocyte,0.0167425016957089,0
355,NDPK7m,Astrocyte,0.0133538436871004,0
356,NDPK8m,Astrocyte,0.0134112124614313,0
357,NDPK9m,Astrocyte,0.0131175163435189,0
358,NH3tm,Astrocyte,0.9143753258768283,1
359,NH4t3r,Astrocyte,0.0517992786675666,0
360,NH4t3rInt,Astrocyte,0.042566913403637,0
361,NMNATm,Astrocyte,0.7590852709124398,2
362,NNATm,Astrocyte,0.7144771713645143,2
363,NTD1m,Astrocyte,0.2427549761579309,4
364,NTD2m,Astrocyte,0.2476772034382953,4
365,NTD5m,Astrocyte,0.245240942130926,4
366,NaKt,Astrocyte,0.0602276025458771,0
367,NaKtInt,Astrocyte,0.0519988163045834,0
368,O2St,Astrocyte,0.0259844378180833,0
369,O2StInt,Astrocyte,0.0069926523013069,0
370,O2Stm,Astrocyte,0.0670317652918815,0
371,O2t,Astrocyte,0.0123888129802242,0
372,O2tInt,Astrocyte,0.0009771588954495295,0
373,O2tm,Astrocyte,0.0026524074989242,0
374,OCOAT1m,Astrocyte,0.0026301502042515,0
375,OIVD1m,Astrocyte,0.1108475281714017,3
376,OIVD2m,Astrocyte,0.1108211516464008,3
377,OIVD3m,Astrocyte,0.1108214828809907,3
378,ORNTArm,Astrocyte,0.0168962037988662,0
379,ORNt3m,Astrocyte,0.8951082994069646,1
380,ORNt4m,Astrocyte,0.8952547840991429,1
381,ORNtiDF,Astrocyte,0.0153496702661987,0
382,ORNtiDFInt,Astrocyte,0.0010433804405569,0
