ID,gene,cell
FUMmNeuron,2271,Neuron
FUMmNeuron,2271,Neuron
FUMmNeuron,1468,Neuron
FUMmNeuron,2184,Neuron
FUMmNeuron,2271,Neuron
FUMmNeuron,2271,Neuron
FUMtmNeuron,1468,Neuron
FUMtmNeuron,1468,Neuron
FUMtmNeuron,1468,Neuron
FUMtmNeuron,2184,Neuron
FUMtmNeuron,2271,Neuron
FUMtmNeuron,1468,Neuron
G5SDymNeuron,5832,Neuron
G5SDymNeuron,5832,Neuron
G6PDH2rNeuron,9563,Neuron
G6PDH2rNeuron,2539,Neuron
G6PDH2rNeuron,9563,Neuron
G6PDH2rNeuron,2539,Neuron
GCALDDmNeuron,8659,Neuron
GCALDDmNeuron,8659,Neuron
GCALDDmNeuron,219,Neuron
GCALDDmNeuron,217,Neuron
GCALDDmNeuron,5832,Neuron
GCALDDmNeuron,4329,Neuron
GCALDDmNeuron,7915,Neuron
GCALDDmNeuron,7915,Neuron
GCALDDmNeuron,8659,Neuron
GCALDDmNeuron,219,Neuron
GCALDDmNeuron,217,Neuron
GCALDDmNeuron,5832,Neuron
GCALDDmNeuron,7915,Neuron
GCALDDmNeuron,4329,Neuron
GCALDDmNeuron,221,Neuron
GCALDDmNeuron,220,Neuron
GCALDDmNeuron,218,Neuron
GCALDDmNeuron,222,Neuron
GCALDDmNeuron,8659,Neuron
GCALDDmNeuron,8659,Neuron
GCALDDmNeuron,8854,Neuron
GCALDDmNeuron,8854,Neuron
GCALDDmNeuron,501,Neuron
GCALDDmNeuron,224,Neuron
GCALDDmNeuron,223,Neuron
GCALDDmNeuron,8854,Neuron
GCALDDmNeuron,216,Neuron
GCALDDmNeuron,219,Neuron
GCALDDmNeuron,217,Neuron
GCALDDmNeuron,5832,Neuron
GCALDDmNeuron,4329,Neuron
GCALDDmNeuron,7915,Neuron
GCALDDmNeuron,7915,Neuron
GCALDDmNeuron,8659,Neuron
GCALDDmNeuron,219,Neuron
GCALDDmNeuron,217,Neuron
GCALDDmNeuron,5832,Neuron
GCALDDmNeuron,7915,Neuron
GCALDDmNeuron,4329,Neuron
GCC2amNeuron,1738,Neuron
GCC2amNeuron,2653,Neuron
GCC2amNeuron,275,Neuron
GCC2amNeuron,2731,Neuron
GCC2amNeuron,1738,Neuron
GCC2amNeuron,275,Neuron
GCC2amNeuron,2731,Neuron
GCC2amNeuron,2653,Neuron
GCC2bimNeuron,1738,Neuron
GCC2bimNeuron,2653,Neuron
GCC2bimNeuron,275,Neuron
GCC2bimNeuron,2731,Neuron
GCC2bimNeuron,1738,Neuron
GCC2bimNeuron,275,Neuron
GCC2bimNeuron,2731,Neuron
GCC2bimNeuron,2653,Neuron
GCC2cmNeuron,1738,Neuron
GCC2cmNeuron,2653,Neuron
GCC2cmNeuron,275,Neuron
GCC2cmNeuron,2731,Neuron
GCC2cmNeuron,1738,Neuron
GCC2cmNeuron,275,Neuron
GCC2cmNeuron,2731,Neuron
GCC2cmNeuron,2653,Neuron
GCCamNeuron,1738,Neuron
GCCamNeuron,2653,Neuron
GCCamNeuron,275,Neuron
GCCamNeuron,2731,Neuron
GCCamNeuron,1738,Neuron
GCCamNeuron,275,Neuron
GCCamNeuron,2731,Neuron
GCCamNeuron,2653,Neuron
GCCbimNeuron,1738,Neuron
GCCbimNeuron,2653,Neuron
GCCbimNeuron,275,Neuron
GCCbimNeuron,2731,Neuron
GCCbimNeuron,1738,Neuron
GCCbimNeuron,275,Neuron
GCCbimNeuron,2731,Neuron
GCCbimNeuron,2653,Neuron
GCCcmNeuron,1738,Neuron
GCCcmNeuron,2653,Neuron
GCCcmNeuron,275,Neuron
GCCcmNeuron,2731,Neuron
GCCcmNeuron,1738,Neuron
GCCcmNeuron,275,Neuron
GCCcmNeuron,2731,Neuron
GCCcmNeuron,2653,Neuron
GHMT2rmNeuron,6470,Neuron
GHMT2rmNeuron,6472,Neuron
GHMT2rmNeuron,6472,Neuron
GHMT2rmNeuron,6470,Neuron
GHMT2rmNeuron,6472,Neuron
GHMT2rmNeuron,6470,Neuron
GHMT2rmNeuron,6472,Neuron
GHMT3mNeuron,6470,Neuron
GHMT3mNeuron,6470,Neuron
GHMT3mNeuron,6472,Neuron
GLACOmNeuron,221,Neuron
GLACOmNeuron,220,Neuron
GLACOmNeuron,218,Neuron
GLACOmNeuron,222,Neuron
GLACOmNeuron,8854,Neuron
GLACOmNeuron,8854,Neuron
GLACOmNeuron,224,Neuron
GLACOmNeuron,223,Neuron
GLACOmNeuron,8854,Neuron
GLACOmNeuron,216,Neuron
GLACOmNeuron,8659,Neuron
GLACOmNeuron,219,Neuron
GLACOmNeuron,217,Neuron
GLNtmNeuron,,Neuron
GLU5KmNeuron,5832,Neuron
GLU5KmNeuron,5832,Neuron
GLUDxmNeuron,2746,Neuron
GLUDxmNeuron,2747,Neuron
GLUDxmNeuron,2746,Neuron
GLUDxmNeuron,2747,Neuron
GLUDymNeuron,2746,Neuron
GLUDymNeuron,2747,Neuron
GLUDymNeuron,2746,Neuron
GLUDymNeuron,2747,Neuron
GLUNmNeuron,27165,Neuron
GLUNmNeuron,27165,Neuron
GLUNmNeuron,2744,Neuron
GLUNmNeuron,2744,Neuron
GLUNmNeuron,27165,Neuron
GLUTCOADHmNeuron,2639,Neuron
GLUTCOADHmNeuron,2639,Neuron
GLUTCOADHmNeuron,2639,Neuron
GLUVESSECNeuron,57030,Neuron
GLUVESSECNeuron,246213,Neuron
GLUVESSECNeuron,57084,Neuron
GLUVESSECNeuron,246213,Neuron
GLUVESSECNeuron,57030,Neuron
GLUVESSECNeuron,57084,Neuron
GLUt2mNeuron,10165,Neuron
GLUt2mNeuron,8604,Neuron
GLUt2mNeuron,83733,Neuron
GLUt2mNeuron,79751,Neuron
GLUt2mNeuron,10165,Neuron
GLUt2mNeuron,8604,Neuron
GLUt2mNeuron,79751,Neuron
GLUt2mNeuron,83733,Neuron
GLYATmNeuron,23464,Neuron
GLYATmNeuron,23464,Neuron
GLYCLTDymNeuron,9380,Neuron
GLYCLTDymNeuron,9380,Neuron
GLYCLTDymNeuron,9380,Neuron
GLYCtNeuron,,Neuron
GLYCtmNeuron,,Neuron
GLYKmNeuron,2713,Neuron
GLYKmNeuron,2710,Neuron
GLYKmNeuron,2710,Neuron
GLYKmNeuron,2712,Neuron
GLYKmNeuron,2712,Neuron
GLYKmNeuron,2710,Neuron
GLYKmNeuron,2713,Neuron
GLYKmNeuron,2713,Neuron
GLYKmNeuron,2710,Neuron
GLYKmNeuron,2710,Neuron
GLYKmNeuron,2712,Neuron
GLYKmNeuron,2712,Neuron
GLYKmNeuron,2710,Neuron
GLYKmNeuron,2713,Neuron
GLYOXmNeuron,3029,Neuron
GLYOXmNeuron,3029,Neuron
GLYOXmNeuron,3029,Neuron
GLYOXmNeuron,84264,Neuron
GLYOXmNeuron,84264,Neuron
GLYOXmNeuron,3029,Neuron
GLYtmNeuron,,Neuron
GNDNeuron,5226,Neuron
GNDNeuron,5226,Neuron
GTHOmNeuron,2936,Neuron
GTHOmNeuron,2936,Neuron
GTHOmNeuron,2936,Neuron
GTHOmNeuron,2936,Neuron
GTHPmNeuron,2877,Neuron
GTHPmNeuron,7001,Neuron
GTHPmNeuron,2879,Neuron
GTHPmNeuron,2876,Neuron
GTHPmNeuron,5052,Neuron
GTHPmNeuron,7001,Neuron
GTHPmNeuron,5052,Neuron
GTHPmNeuron,5052,Neuron
GTHPmNeuron,2876,Neuron
GTHPmNeuron,7001,Neuron
GTHPmNeuron,2878,Neuron
GTHPmNeuron,2882,Neuron
GTHPmNeuron,257202,Neuron
GTHPmNeuron,10935,Neuron
GTHPmNeuron,10935,Neuron
GTHPmNeuron,2879,Neuron
GTHPmNeuron,10935,Neuron
GTHPmNeuron,2879,Neuron
GTHPmNeuron,2876,Neuron
GTHPmNeuron,10935,Neuron
GTHPmNeuron,10935,Neuron
GTHPmNeuron,2879,Neuron
GTHPmNeuron,10935,Neuron
H2CO3DmNeuron,11238,Neuron
H2CO3DmNeuron,763,Neuron
H2CO3DmNeuron,11238,Neuron
H2CO3DmNeuron,11238,Neuron
H2CO3DmNeuron,763,Neuron
H2CO3DmNeuron,771,Neuron
H2CO3DmNeuron,762,Neuron
H2CO3DmNeuron,377677,Neuron
H2CO3DmNeuron,759,Neuron
H2CO3DmNeuron,768,Neuron
H2CO3DmNeuron,766,Neuron
H2CO3DmNeuron,23632,Neuron
H2CO3DmNeuron,760,Neuron
H2CO3DmNeuron,765,Neuron
H2CO3DmNeuron,771,Neuron
H2CO3DmNeuron,766,Neuron
H2CO3DmNeuron,761,Neuron
H2CO3DmNeuron,11238,Neuron
H2O2tNeuron,,Neuron
H2O2tNeuron,,Neuron
H2O2tmNeuron,,Neuron
H2O2tmNeuron,,Neuron
H2OtNeuron,361,Neuron
H2OtNeuron,343,Neuron
H2OtNeuron,4284,Neuron
H2OtNeuron,362,Neuron
H2OtNeuron,361,Neuron
H2OtNeuron,358,Neuron
H2OtNeuron,359,Neuron
H2OtNeuron,361,Neuron
H2OtmNeuron,343,Neuron
H2OtmNeuron,366,Neuron
H2OtmNeuron,343,Neuron
H2OtmNeuron,4284,Neuron
H2OtmNeuron,362,Neuron
H2OtmNeuron,361,Neuron
H2OtmNeuron,358,Neuron
H2OtmNeuron,359,Neuron
H2OtmNeuron,366,Neuron
HACD1mNeuron,3032,Neuron
HACD1mNeuron,3030,Neuron
HACD1mNeuron,3033,Neuron
HACD1mNeuron,3028,Neuron
HACD1mNeuron,3030,Neuron
HACD1mNeuron,3032,Neuron
HACD1mNeuron,3028,Neuron
HACD1mNeuron,3033,Neuron
HACD9mNeuron,1962,Neuron
HACD9mNeuron,3033,Neuron
HACD9mNeuron,3028,Neuron
HACD9mNeuron,3028,Neuron
HBZOPT10mNeuron,27235,Neuron
HBZOPT10mNeuron,27235,Neuron
HCO3EmNeuron,,Neuron
HIBDmNeuron,11112,Neuron
HIBDmNeuron,11112,Neuron
HMBSNeuron,3145,Neuron
HMBSNeuron,3145,Neuron
HMGCOASimNeuron,3157,Neuron
HMGCOASimNeuron,3157,Neuron
HMGCOASimNeuron,3158,Neuron
HMGCOASimNeuron,3158,Neuron
HMGCOASimNeuron,3158,Neuron
HMGCOASimNeuron,3158,Neuron
HMGLmNeuron,3155,Neuron
HMGLmNeuron,54511,Neuron
HMGLmNeuron,54511,Neuron
HPROxmNeuron,8659,Neuron
HtNeuron,,Neuron
HtmNeuron,7352,Neuron
HtmNeuron,9016,Neuron
HtmNeuron,9481,Neuron
ICDHxmNeuron,3419,Neuron
ICDHxmNeuron,3420,Neuron
ICDHxmNeuron,3421,Neuron
ICDHxmNeuron,3421,Neuron
ICDHxmNeuron,3420,Neuron
ICDHxmNeuron,3420,Neuron
ICDHxmNeuron,3421,Neuron
ICDHxmNeuron,3420,Neuron
ICDHxmNeuron,3419,Neuron
ICDHyrmNeuron,3417,Neuron
ICDHyrmNeuron,3418,Neuron
ICDHyrmNeuron,3418,Neuron
ICDHyrmNeuron,3418,Neuron
ICDHyrmNeuron,3418,Neuron
ILETANeuron,587,Neuron
ILETANeuron,586,Neuron
ILETANeuron,586,Neuron
ILETAmNeuron,587,Neuron
ILETAmNeuron,587,Neuron
ILETAmNeuron,587,Neuron
ILETAmNeuron,586,Neuron
ILETAmNeuron,587,Neuron
ILEt5mNeuron,,Neuron
ILEtecNeuron,124935,Neuron
ILEtecNeuron,8501,Neuron
ILEtecNeuron,124935,Neuron
IMACTDmNeuron,8854,Neuron
IMACTDmNeuron,8854,Neuron
IMACTDmNeuron,501,Neuron
IMACTDmNeuron,224,Neuron
IMACTDmNeuron,223,Neuron
IMACTDmNeuron,8854,Neuron
IMACTDmNeuron,216,Neuron
IMACTDmNeuron,8659,Neuron
IMACTDmNeuron,219,Neuron
IMACTDmNeuron,217,Neuron
ITCOAL1mNeuron,1591,Neuron
ITCOAL1mNeuron,1594,Neuron
ITCOAL1mNeuron,47,Neuron
ITCOAL1mNeuron,47,Neuron
ITCOAL1mNeuron,3177,Neuron
ITCOAL1mNeuron,2030,Neuron
ITCOAL1mNeuron,9154,Neuron
ITCOAL1mNeuron,9154,Neuron
ITCOAL1mNeuron,64078,Neuron
ITCOAL1mNeuron,9153,Neuron
ITCOAL1mNeuron,55315,Neuron
ITCOAL1mNeuron,83884,Neuron
ITCOAL1mNeuron,10166,Neuron
ITCOAL1mNeuron,19,Neuron
ITCOAL1mNeuron,9058,Neuron
ITCOAL1mNeuron,6576,Neuron
ITCOAL1mNeuron,2542,Neuron
ITCOAL1mNeuron,160728,Neuron
ITCOAL1mNeuron,8801,Neuron
ITCOAL1mNeuron,8802,Neuron
ITCOAL1mNeuron,8803,Neuron
ITCOAL1mNeuron,6528,Neuron
ITCOAL1mNeuron,284111,Neuron
ITCOAL1mNeuron,6568,Neuron
ITCOAL1mNeuron,6574,Neuron
ITCOAL1mNeuron,6575,Neuron
ITCOAL1mNeuron,142680,Neuron
ITCOAL1mNeuron,949,Neuron
ITCOAL1mNeuron,29881,Neuron
ITCOAL1mNeuron,171425,Neuron
ITCOAL1mNeuron,171425,Neuron
ITCOAL1mNeuron,10786,Neuron
ITCOAL1mNeuron,10050,Neuron
ITCOAL1mNeuron,10246,Neuron
ITCOAL1mNeuron,6569,Neuron
ITCOAL1mNeuron,10568,Neuron
ITCOAL1mNeuron,948,Neuron
ITCOAL1mNeuron,8802,Neuron
ITCOAL1mNeuron,8801,Neuron
ITCOAL1mNeuron,8801,Neuron
ITCOAL1mNeuron,8802,Neuron
ITCOAL1mNeuron,8802,Neuron
ITCOAL1mNeuron,8801,Neuron
ITCOALmNeuron,1591,Neuron
ITCOALmNeuron,1594,Neuron
ITCOALmNeuron,47,Neuron
ITCOALmNeuron,47,Neuron
ITCOALmNeuron,3177,Neuron
ITCOALmNeuron,2030,Neuron
ITCOALmNeuron,9154,Neuron
ITCOALmNeuron,9154,Neuron
ITCOALmNeuron,64078,Neuron
ITCOALmNeuron,9153,Neuron
ITCOALmNeuron,55315,Neuron
ITCOALmNeuron,83884,Neuron
ITCOALmNeuron,10166,Neuron
ITCOALmNeuron,19,Neuron
ITCOALmNeuron,9058,Neuron
ITCOALmNeuron,6576,Neuron
ITCOALmNeuron,2542,Neuron
ITCOALmNeuron,160728,Neuron
ITCOALmNeuron,8801,Neuron
ITCOALmNeuron,8802,Neuron
ITCOALmNeuron,8803,Neuron
ITCOALmNeuron,6528,Neuron
ITCOALmNeuron,284111,Neuron
ITCOALmNeuron,6568,Neuron
ITCOALmNeuron,6574,Neuron
ITCOALmNeuron,6575,Neuron
ITCOALmNeuron,142680,Neuron
ITCOALmNeuron,949,Neuron
ITCOALmNeuron,29881,Neuron
ITCOALmNeuron,171425,Neuron
ITCOALmNeuron,171425,Neuron
ITCOALmNeuron,10786,Neuron
ITCOALmNeuron,10050,Neuron
ITCOALmNeuron,10246,Neuron
ITCOALmNeuron,6569,Neuron
ITCOALmNeuron,10568,Neuron
ITCOALmNeuron,948,Neuron
ITCOALmNeuron,8802,Neuron
ITCOALmNeuron,8803,Neuron
ITCOALmNeuron,8802,Neuron
ITCOALmNeuron,8803,Neuron
ITCOALmNeuron,8802,Neuron
ITCOALmNeuron,8803,Neuron
Kt1rNeuron,,Neuron
L-LACt2rNeuron,6566,Neuron
L-LACt2rNeuron,9194,Neuron
L-LACt2rNeuron,9123,Neuron
L-LACtmNeuron,6566,Neuron
L-LACtmNeuron,9194,Neuron
LCADiDmNeuron,221,Neuron
LCADiDmNeuron,220,Neuron
LCADiDmNeuron,218,Neuron
LCADiDmNeuron,222,Neuron
LCADiDmNeuron,8854,Neuron
LCADiDmNeuron,8854,Neuron
LCADiDmNeuron,501,Neuron
LCADiDmNeuron,224,Neuron
LCADiDmNeuron,223,Neuron
LCADiDmNeuron,8854,Neuron
LCADiDmNeuron,216,Neuron
LCADiDmNeuron,8659,Neuron
LCADiDmNeuron,219,Neuron
LCADiDmNeuron,217,Neuron
LCADiDmNeuron,5832,Neuron
LCADiDmNeuron,7915,Neuron
LCADiDmNeuron,4329,Neuron
LCADiDmNeuron,221,Neuron
LCADiDmNeuron,220,Neuron
LCADiDmNeuron,218,Neuron
LCADiDmNeuron,222,Neuron
LCADiDmNeuron,8659,Neuron
LCADiDmNeuron,8659,Neuron
LCADiDmNeuron,8854,Neuron
LCADiDmNeuron,8854,Neuron
LCADiDmNeuron,501,Neuron
LCADiDmNeuron,224,Neuron
LCADiDmNeuron,223,Neuron
LCADiDmNeuron,8854,Neuron
LCADiDmNeuron,216,Neuron
LCADiDmNeuron,219,Neuron
LCADiDmNeuron,217,Neuron
LCADiDmNeuron,5832,Neuron
LCADiDmNeuron,4329,Neuron
LCADiDmNeuron,7915,Neuron
LCADiDmNeuron,7915,Neuron
LCADiDmNeuron,8659,Neuron
LCADiDmNeuron,219,Neuron
LCADiDmNeuron,217,Neuron
LCADiDmNeuron,5832,Neuron
LCADiDmNeuron,7915,Neuron
LCADiDmNeuron,4329,Neuron
LCADimNeuron,8659,Neuron
LCADimNeuron,8659,Neuron
LCADimNeuron,219,Neuron
LCADimNeuron,217,Neuron
LCADimNeuron,5832,Neuron
LCADimNeuron,4329,Neuron
LCADimNeuron,7915,Neuron
LCADimNeuron,7915,Neuron
LCADimNeuron,8659,Neuron
LCADimNeuron,219,Neuron
LCADimNeuron,217,Neuron
LCADimNeuron,5832,Neuron
LCADimNeuron,7915,Neuron
LCADimNeuron,4329,Neuron
LCADimNeuron,221,Neuron
LCADimNeuron,220,Neuron
LCADimNeuron,218,Neuron
LCADimNeuron,222,Neuron
LCADimNeuron,8659,Neuron
LCADimNeuron,8659,Neuron
LCADimNeuron,8854,Neuron
LCADimNeuron,8854,Neuron
LCADimNeuron,501,Neuron
LCADimNeuron,224,Neuron
LCADimNeuron,223,Neuron
LCADimNeuron,8854,Neuron
LCADimNeuron,216,Neuron
LCADimNeuron,219,Neuron
LCADimNeuron,217,Neuron
LCADimNeuron,5832,Neuron
LCADimNeuron,4329,Neuron
LCADimNeuron,7915,Neuron
LCADimNeuron,7915,Neuron
LCADimNeuron,8659,Neuron
LCADimNeuron,219,Neuron
LCADimNeuron,217,Neuron
LCADimNeuron,5832,Neuron
LCADimNeuron,7915,Neuron
LCADimNeuron,4329,Neuron
LCYSTATmNeuron,2805,Neuron
LCYSTATmNeuron,2806,Neuron
LDHLNeuron,3948,Neuron
LDHLNeuron,3945,Neuron
LDHLNeuron,160287,Neuron
LDHLNeuron,3948,Neuron
LDHLNeuron,55293,Neuron
LDHLNeuron,92483,Neuron
LDHLNeuron,3939,Neuron
LDHLNeuron,197257,Neuron
LDHLNeuron,160287,Neuron
LDHLNeuron,3945,Neuron
LDHLNeuron,3939,Neuron
LDHLNeuron,3948,Neuron
LDHLmNeuron,3945,Neuron
LDHLmNeuron,3939,Neuron
LDHLmNeuron,197257,Neuron
LDHLmNeuron,3939,Neuron
LDHLmNeuron,3948,Neuron
LDHLmNeuron,3945,Neuron
LDHLmNeuron,160287,Neuron
LDHLmNeuron,3948,Neuron
LDHLmNeuron,55293,Neuron
LDHLmNeuron,92483,Neuron
LDHLmNeuron,3939,Neuron
LDHLmNeuron,197257,Neuron
LDHLmNeuron,3939,Neuron
LEUTANeuron,587,Neuron
LEUTANeuron,586,Neuron
LEUTANeuron,586,Neuron
LEUTAmNeuron,587,Neuron
LEUTAmNeuron,587,Neuron
LEUTAmNeuron,587,Neuron
LEUTAmNeuron,586,Neuron
LEUTAmNeuron,587,Neuron
LEUt5mNeuron,,Neuron
LEUtecNeuron,124935,Neuron
LEUtecNeuron,8501,Neuron
LEUtecNeuron,124935,Neuron
LSOProdNeuron,,Neuron
LYStiDFNeuron,6541,Neuron
LYStiDFNeuron,6542,Neuron
LYStiDFNeuron,55089,Neuron
LYStiDFNeuron,84889,Neuron
LYStiDFNeuron,6541,Neuron
LYStiDFNeuron,84889,Neuron
LYStmNeuron,83884,Neuron
LYStmNeuron,10166,Neuron
LYStmNeuron,83884,Neuron
MALSO3tmNeuron,1468,Neuron
MALSO3tmNeuron,1468,Neuron
MALSO4tmNeuron,1468,Neuron
MALSO4tmNeuron,1468,Neuron
MALTSULtmNeuron,1468,Neuron
MALTSULtmNeuron,1468,Neuron
MALTSULtmNeuron,1468,Neuron
MALTSULtmNeuron,8402,Neuron
MALTSULtmNeuron,6515,Neuron
MALTSULtmNeuron,8972,Neuron
MALTSULtmNeuron,2548,Neuron
MALTSULtmNeuron,2595,Neuron
MALTSULtmNeuron,1468,Neuron
MALtmNeuron,1468,Neuron
MALtmNeuron,8402,Neuron
MALtmNeuron,8402,Neuron
MALtmNeuron,1468,Neuron
MALtmNeuron,1468,Neuron
MALtmNeuron,8402,Neuron
MALtmNeuron,6515,Neuron
MALtmNeuron,8972,Neuron
MALtmNeuron,2548,Neuron
MALtmNeuron,2595,Neuron
MALtmNeuron,8402,Neuron
MALtmNeuron,1468,Neuron
MCCCrmNeuron,64087,Neuron
MCCCrmNeuron,56922,Neuron
MCCCrmNeuron,56922,Neuron
MCCCrmNeuron,64087,Neuron
MDHNeuron,4191,Neuron
MDHNeuron,4190,Neuron
MDHNeuron,130752,Neuron
MDHNeuron,4190,Neuron
MDHmNeuron,4191,Neuron
MDHmNeuron,4190,Neuron
MDHmNeuron,4191,Neuron
MDHmNeuron,4191,Neuron
MDHmNeuron,4190,Neuron
MDHmNeuron,130752,Neuron
MDHmNeuron,4191,Neuron
ME2mNeuron,4200,Neuron
ME2mNeuron,4199,Neuron
ME2mNeuron,10873,Neuron
ME2mNeuron,10873,Neuron
ME2mNeuron,4200,Neuron
ME2mNeuron,4200,Neuron
ME2mNeuron,10873,Neuron
ME2mNeuron,10873,Neuron
ME2mNeuron,4200,Neuron
MECOALmNeuron,8802,Neuron
MECOALmNeuron,8803,Neuron
MECOALmNeuron,8802,Neuron
MECOALmNeuron,8803,Neuron
MECOAS1mNeuron,8801,Neuron
MECOAS1mNeuron,8802,Neuron
MECOAS1mNeuron,8802,Neuron
MECOAS1mNeuron,8801,Neuron
MGCHrmNeuron,549,Neuron
MGCHrmNeuron,549,Neuron
MMCDmNeuron,23417,Neuron
MMCDmNeuron,23417,Neuron
MMEmNeuron,84693,Neuron
MMEmNeuron,84693,Neuron
MMMmNeuron,4594,Neuron
MMMmNeuron,4594,Neuron
MMSAD1mNeuron,4329,Neuron
MMSAD1mNeuron,4329,Neuron
MMSAD3mNeuron,4329,Neuron
MMSAD3mNeuron,4329,Neuron
MTHFCmNeuron,25902,Neuron
MTHFCmNeuron,10797,Neuron
MTHFCmNeuron,25902,Neuron
MTHFCmNeuron,25902,Neuron
MTHFCmNeuron,4522,Neuron
MTHFCmNeuron,10797,Neuron
MTHFCmNeuron,100287639,Neuron
MTHFCmNeuron,441024,Neuron
MTHFCmNeuron,25902,Neuron
MTHFDmNeuron,25902,Neuron
MTHFDmNeuron,4522,Neuron
MTHFDmNeuron,10797,Neuron
MTHFDmNeuron,25902,Neuron
MTHFDmNeuron,25902,Neuron
MTHFDmNeuron,4522,Neuron
MTHFDmNeuron,10797,Neuron
MTHFDmNeuron,4524,Neuron
MTHFDmNeuron,100287639,Neuron
MTHFDmNeuron,441024,Neuron
MTHFDmNeuron,25902,Neuron
"NABTNOmNeuron",8854,Neuron
"NABTNOmNeuron",8854,Neuron
"NABTNOmNeuron",501,Neuron
"NABTNOmNeuron",224,Neuron
"NABTNOmNeuron",223,Neuron
"NABTNOmNeuron",8854,Neuron
"NABTNOmNeuron",216,Neuron
"NABTNOmNeuron",8659,Neuron
"NABTNOmNeuron",219,Neuron
"NABTNOmNeuron",217,Neuron
NDPK10mNeuron,4832,Neuron
NDPK10mNeuron,4830,Neuron
NDPK10mNeuron,29922,Neuron
NDPK10mNeuron,10201,Neuron
NDPK10mNeuron,29922,Neuron
NDPK10mNeuron,4831,Neuron
NDPK10mNeuron,4830,Neuron
NDPK10mNeuron,4833,Neuron
NDPK10mNeuron,4832,Neuron
NDPK10mNeuron,4830,Neuron
NDPK10mNeuron,29922,Neuron
NDPK10mNeuron,10201,Neuron
NDPK10mNeuron,29922,Neuron
NDPK10mNeuron,4831,Neuron
NDPK10mNeuron,4830,Neuron
NDPK10mNeuron,4833,Neuron
NDPK10mNeuron,4833,Neuron
NDPK1mNeuron,10201,Neuron
NDPK1mNeuron,4833,Neuron
NDPK1mNeuron,4833,Neuron
NDPK1mNeuron,4832,Neuron
NDPK1mNeuron,4830,Neuron
NDPK1mNeuron,29922,Neuron
NDPK1mNeuron,10201,Neuron
NDPK1mNeuron,29922,Neuron
NDPK1mNeuron,4831,Neuron
NDPK1mNeuron,4830,Neuron
NDPK1mNeuron,4833,Neuron
NDPK1mNeuron,4833,Neuron
NDPK2mNeuron,4832,Neuron
NDPK2mNeuron,4830,Neuron
NDPK2mNeuron,29922,Neuron
NDPK2mNeuron,10201,Neuron
NDPK2mNeuron,29922,Neuron
NDPK2mNeuron,4831,Neuron
NDPK2mNeuron,4830,Neuron
NDPK2mNeuron,4833,Neuron
NDPK3mNeuron,10201,Neuron
NDPK3mNeuron,4833,Neuron
NDPK3mNeuron,4833,Neuron
NDPK3mNeuron,4832,Neuron
NDPK3mNeuron,4830,Neuron
NDPK3mNeuron,29922,Neuron
NDPK3mNeuron,10201,Neuron
NDPK3mNeuron,29922,Neuron
NDPK3mNeuron,4831,Neuron
NDPK3mNeuron,4830,Neuron
NDPK3mNeuron,4833,Neuron
NDPK3mNeuron,4833,Neuron
NDPK4mNeuron,4833,Neuron
NDPK4mNeuron,4833,Neuron
NDPK4mNeuron,4832,Neuron
NDPK4mNeuron,4830,Neuron
NDPK4mNeuron,29922,Neuron
NDPK4mNeuron,10201,Neuron
NDPK4mNeuron,29922,Neuron
NDPK4mNeuron,4831,Neuron
NDPK4mNeuron,4830,Neuron
NDPK4mNeuron,4833,Neuron
NDPK4mNeuron,4833,Neuron
NDPK5mNeuron,10201,Neuron
NDPK5mNeuron,4833,Neuron
NDPK5mNeuron,4833,Neuron
NDPK5mNeuron,4832,Neuron
NDPK5mNeuron,4830,Neuron
NDPK5mNeuron,29922,Neuron
NDPK5mNeuron,10201,Neuron
NDPK5mNeuron,29922,Neuron
NDPK5mNeuron,4831,Neuron
NDPK5mNeuron,4830,Neuron
NDPK5mNeuron,4833,Neuron
NDPK5mNeuron,4833,Neuron
NDPK6mNeuron,10201,Neuron
NDPK6mNeuron,4833,Neuron
NDPK6mNeuron,4833,Neuron
NDPK6mNeuron,4832,Neuron
NDPK6mNeuron,4830,Neuron
NDPK6mNeuron,29922,Neuron
NDPK6mNeuron,10201,Neuron
NDPK6mNeuron,29922,Neuron
NDPK6mNeuron,4831,Neuron
NDPK6mNeuron,4830,Neuron
NDPK6mNeuron,4833,Neuron
NDPK6mNeuron,4833,Neuron
NDPK7mNeuron,4833,Neuron
NDPK7mNeuron,4833,Neuron
NDPK7mNeuron,4832,Neuron
NDPK7mNeuron,4830,Neuron
NDPK7mNeuron,29922,Neuron
NDPK7mNeuron,10201,Neuron
NDPK7mNeuron,29922,Neuron
NDPK7mNeuron,4831,Neuron
NDPK7mNeuron,4830,Neuron
NDPK7mNeuron,4833,Neuron
NDPK7mNeuron,4833,Neuron
NDPK8mNeuron,10201,Neuron
NDPK8mNeuron,4833,Neuron
NDPK8mNeuron,4833,Neuron
NDPK8mNeuron,4832,Neuron
NDPK8mNeuron,4830,Neuron
NDPK8mNeuron,29922,Neuron
NDPK8mNeuron,10201,Neuron
NDPK8mNeuron,29922,Neuron
NDPK8mNeuron,4831,Neuron
NDPK8mNeuron,4830,Neuron
NDPK8mNeuron,4833,Neuron
NDPK8mNeuron,4833,Neuron
NDPK9mNeuron,4832,Neuron
NDPK9mNeuron,4830,Neuron
NDPK9mNeuron,29922,Neuron
