ID,gene,cell
NDPK9mNeuron,10201,Neuron
NDPK9mNeuron,29922,Neuron
NDPK9mNeuron,4831,Neuron
NDPK9mNeuron,4830,Neuron
NDPK9mNeuron,4833,Neuron
NH4t3rNeuron,57127,Neuron
NH4t3rNeuron,6005,Neuron
NH4t3rNeuron,57127,Neuron
NMNATmNeuron,349565,Neuron
NMNATmNeuron,349565,Neuron
NNATmNeuron,349565,Neuron
NTD1mNeuron,56953,Neuron
NTD1mNeuron,56953,Neuron
NTD1mNeuron,30833,Neuron
NTD1mNeuron,5251,Neuron
NTD1mNeuron,56953,Neuron
NTD1mNeuron,4907,Neuron
NTD1mNeuron,84618,Neuron
NTD1mNeuron,22978,Neuron
NTD1mNeuron,51251,Neuron
NTD1mNeuron,93034,Neuron
NTD1mNeuron,93034,Neuron
NTD1mNeuron,56953,Neuron
NTD2mNeuron,51205,Neuron
NTD2mNeuron,54,Neuron
NTD2mNeuron,55,Neuron
NTD2mNeuron,53,Neuron
NTD2mNeuron,4907,Neuron
NTD2mNeuron,51251,Neuron
NTD2mNeuron,56953,Neuron
NTD5mNeuron,56953,Neuron
NTD5mNeuron,56953,Neuron
NTD5mNeuron,51205,Neuron
NTD5mNeuron,54,Neuron
NTD5mNeuron,55,Neuron
NTD5mNeuron,53,Neuron
NTD5mNeuron,30833,Neuron
NTD5mNeuron,56953,Neuron
NTD5mNeuron,4907,Neuron
NTD5mNeuron,84618,Neuron
NTD5mNeuron,22978,Neuron
NTD5mNeuron,51251,Neuron
NTD5mNeuron,93034,Neuron
NTD5mNeuron,56953,Neuron
NaKtNeuron,23439,Neuron
NaKtNeuron,476,Neuron
NaKtNeuron,481,Neuron
NaKtNeuron,480,Neuron
NaKtNeuron,478,Neuron
NaKtNeuron,477,Neuron
NaKtNeuron,482,Neuron
NaKtNeuron,483,Neuron
NaKtNeuron,477,Neuron
NaKtNeuron,481,Neuron
NaKtNeuron,480,Neuron
NaKtNeuron,476,Neuron
NaKtNeuron,482,Neuron
NaKtNeuron,478,Neuron
NaKtNeuron,483,Neuron
O2StNeuron,,Neuron
O2StNeuron,,Neuron
O2StmNeuron,,Neuron
O2StmNeuron,,Neuron
O2tNeuron,,Neuron
O2tNeuron,,Neuron
O2tmNeuron,,Neuron
O2tmNeuron,,Neuron
OCOAT1mNeuron,64064,Neuron
OCOAT1mNeuron,5019,Neuron
OCOAT1mNeuron,5019,Neuron
OIVD1mNeuron,1738,Neuron
OIVD1mNeuron,1629,Neuron
OIVD1mNeuron,594,Neuron
OIVD1mNeuron,593,Neuron
OIVD1mNeuron,594,Neuron
OIVD1mNeuron,1738,Neuron
OIVD1mNeuron,1629,Neuron
OIVD1mNeuron,594,Neuron
OIVD1mNeuron,593,Neuron
OIVD2mNeuron,1738,Neuron
OIVD2mNeuron,1629,Neuron
OIVD2mNeuron,594,Neuron
OIVD2mNeuron,593,Neuron
OIVD2mNeuron,594,Neuron
OIVD2mNeuron,1738,Neuron
OIVD2mNeuron,1629,Neuron
OIVD2mNeuron,594,Neuron
OIVD2mNeuron,593,Neuron
OIVD3mNeuron,1738,Neuron
OIVD3mNeuron,1629,Neuron
OIVD3mNeuron,594,Neuron
OIVD3mNeuron,593,Neuron
OIVD3mNeuron,594,Neuron
OIVD3mNeuron,1738,Neuron
OIVD3mNeuron,1629,Neuron
OIVD3mNeuron,594,Neuron
OIVD3mNeuron,593,Neuron
ORNTArmNeuron,4942,Neuron
ORNTArmNeuron,4942,Neuron
ORNt3mNeuron,83884,Neuron
ORNt3mNeuron,10166,Neuron
ORNt3mNeuron,83884,Neuron
ORNt4mNeuron,83884,Neuron
ORNt4mNeuron,10166,Neuron
ORNt4mNeuron,83884,Neuron
ORNtiDFNeuron,6541,Neuron
ORNtiDFNeuron,6542,Neuron
ORNtiDFNeuron,84889,Neuron
ORNtiDFNeuron,6541,Neuron
ORNtiDFNeuron,84889,Neuron
P45011A1mNeuron,1583,Neuron
P45011A1mNeuron,1583,Neuron
P5CDmNeuron,8659,Neuron
P5CDmNeuron,8659,Neuron
P5CDmNeuron,8659,Neuron
PCFLOPmNeuron,57194,Neuron
PCFLOPmNeuron,57194,Neuron
PDHmNeuron,1738,Neuron
PDHmNeuron,8050,Neuron
PDHmNeuron,5160,Neuron
PDHmNeuron,5161,Neuron
PDHmNeuron,5162,Neuron
PDHmNeuron,1737,Neuron
PDHmNeuron,8050,Neuron
PDHmNeuron,1738,Neuron
PDHmNeuron,5162,Neuron
PDHmNeuron,5161,Neuron
PDHmNeuron,1737,Neuron
PDHmNeuron,5160,Neuron
PEFLIPNeuron,57194,Neuron
PEFLIPNeuron,5244,Neuron
PEFLIPNeuron,10396,Neuron
PEFLIPNeuron,57194,Neuron
PEFLIPNeuron,10396,Neuron
PEFLIPmNeuron,57194,Neuron
PEFLIPmNeuron,5244,Neuron
PEFLIPmNeuron,10396,Neuron
PEFLIPmNeuron,57194,Neuron
PEFLIPmNeuron,10396,Neuron
PEFLIPmNeuron,57194,Neuron
PEFLIPmNeuron,10396,Neuron
PEFLIPmNeuron,57194,Neuron
PEFLIPmNeuron,10396,Neuron
PETOHMmhsNeuron,5833,Neuron
PETOHMmhsNeuron,10400,Neuron
PETOHMmhsNeuron,10400,Neuron
PETOHMmhsNeuron,10400,Neuron
PETOHMmhsNeuron,122970,Neuron
PETOHMmhsNeuron,10005,Neuron
PETOHMmhsNeuron,2168,Neuron
PETOHMmhsNeuron,10400,Neuron
PETOHMmhsNeuron,10400,Neuron
PETOHMmhsNeuron,10400,Neuron
PETOHMmhsNeuron,10400,Neuron
PETOHMmhsNeuron,10400,Neuron
PGLNeuron,10165,Neuron
PGLNeuron,8604,Neuron
PGLNeuron,8714,Neuron
PGLNeuron,6565,Neuron
PGLNeuron,9563,Neuron
PGLNeuron,23169,Neuron
PGLNeuron,80146,Neuron
PGLNeuron,54578,Neuron
PGLNeuron,54600,Neuron
PGLNeuron,54658,Neuron
PGLNeuron,6564,Neuron
PGLNeuron,25796,Neuron
PGLNeuron,21,Neuron
PGLNeuron,25796,Neuron
PHCDmNeuron,8659,Neuron
PHCDmNeuron,8659,Neuron
PHCDmNeuron,8659,Neuron
PHCHGSmNeuron,,Neuron
PHEMEtmNeuron,,Neuron
PHETA1mNeuron,2806,Neuron
PHETA1mNeuron,6898,Neuron
PHETA1mNeuron,2806,Neuron
PHETA1mNeuron,2805,Neuron
PHETA1mNeuron,2806,Neuron
PHETA1mNeuron,6898,Neuron
PHETA1mNeuron,2806,Neuron
PIt2mNeuron,5250,Neuron
PIt7Neuron,6568,Neuron
PIt7Neuron,10786,Neuron
PIt7Neuron,10050,Neuron
PIt7Neuron,10246,Neuron
PIt7Neuron,6569,Neuron
PIt7Neuron,10568,Neuron
PIt7Neuron,57084,Neuron
PIt7Neuron,10568,Neuron
PIt7Neuron,6569,Neuron
PNTKmNeuron,55229,Neuron
PNTKmNeuron,79646,Neuron
PNTKmNeuron,80025,Neuron
PNTKmNeuron,53354,Neuron
PNTKmNeuron,80025,Neuron
PNTKmNeuron,80025,Neuron
PNTKmNeuron,53354,Neuron
PNTKmNeuron,53354,Neuron
PNTKmNeuron,80025,Neuron
PNTKmNeuron,80025,Neuron
PPA2mNeuron,,Neuron
PPA2mNeuron,8854,Neuron
PPA2mNeuron,8854,Neuron
PPA2mNeuron,501,Neuron
PPA2mNeuron,224,Neuron
PPA2mNeuron,223,Neuron
PPA2mNeuron,8854,Neuron
PPA2mNeuron,216,Neuron
PPA2mNeuron,57818,Neuron
PPA2mNeuron,92579,Neuron
PPA2mNeuron,2538,Neuron
PPA2mNeuron,160728,Neuron
PPA2mNeuron,27068,Neuron
PPA2mNeuron,27068,Neuron
PPA2mNeuron,27068,Neuron
PPA2mNeuron,27068,Neuron
PPA2mNeuron,8612,Neuron
PPA2mNeuron,8613,Neuron
PPA2mNeuron,8611,Neuron
PPA2mNeuron,8611,Neuron
PPA2mNeuron,64077,Neuron
PPA2mNeuron,5464,Neuron
PPAtNeuron,,Neuron
PPAtNeuron,8854,Neuron
PPAtNeuron,8854,Neuron
PPAtNeuron,501,Neuron
PPAtNeuron,224,Neuron
PPAtNeuron,223,Neuron
PPAtNeuron,8854,Neuron
PPAtNeuron,216,Neuron
PPAtNeuron,57818,Neuron
PPAtNeuron,92579,Neuron
PPAtNeuron,2538,Neuron
PPAtNeuron,160728,Neuron
PPAtNeuron,27068,Neuron
PPAtNeuron,27068,Neuron
PPAtNeuron,27068,Neuron
PPAtNeuron,27068,Neuron
PPAtNeuron,8612,Neuron
PPAtNeuron,8613,Neuron
PPAtNeuron,8611,Neuron
PPAtNeuron,8611,Neuron
PPAtNeuron,64077,Neuron
PPAtNeuron,5464,Neuron
PPAtmNeuron,,Neuron
PPAtmNeuron,,Neuron
PPAtmNeuron,8854,Neuron
PPAtmNeuron,8854,Neuron
PPAtmNeuron,501,Neuron
PPAtmNeuron,224,Neuron
PPAtmNeuron,223,Neuron
PPAtmNeuron,8854,Neuron
PPAtmNeuron,216,Neuron
PPAtmNeuron,57818,Neuron
PPAtmNeuron,92579,Neuron
PPAtmNeuron,2538,Neuron
PPAtmNeuron,160728,Neuron
PPAtmNeuron,27068,Neuron
PPAtmNeuron,27068,Neuron
PPAtmNeuron,27068,Neuron
PPAtmNeuron,27068,Neuron
PPAtmNeuron,8612,Neuron
PPAtmNeuron,8613,Neuron
PPAtmNeuron,8611,Neuron
PPAtmNeuron,8611,Neuron
PPAtmNeuron,64077,Neuron
PPAtmNeuron,5464,Neuron
PPBNGSNeuron,210,Neuron
PPBNGSNeuron,210,Neuron
PPBNGSNeuron,210,Neuron
PPCOACmNeuron,5095,Neuron
PPCOACmNeuron,5096,Neuron
PPCOAOmNeuron,34,Neuron
PPCOAOmNeuron,36,Neuron
PPCOAOmNeuron,28976,Neuron
PPCOAOmNeuron,80724,Neuron
PPCOAOmNeuron,27034,Neuron
PPPG9tmNeuron,,Neuron
PPPGOmNeuron,5498,Neuron
PPPGOmNeuron,5498,Neuron
PRGNLONEtmNeuron,,Neuron
PRO1xmNeuron,58510,Neuron
PRO1xmNeuron,5625,Neuron
PROD2mNeuron,5625,Neuron
PROD2mNeuron,5625,Neuron
PROD2mNeuron,5625,Neuron
PROD2mNeuron,58510,Neuron
PROD2mNeuron,5625,Neuron
PROt2rNeuron,206358,Neuron
PROt2rNeuron,153201,Neuron
PROt2rNeuron,206358,Neuron
PROtmNeuron,,Neuron
PRPNCOAHYDmNeuron,3030,Neuron
PRPNCOAHYDmNeuron,3032,Neuron
PRPNCOAHYDmNeuron,549,Neuron
PRPNCOAHYDmNeuron,1892,Neuron
PSFLIPNeuron,57194,Neuron
PSFLIPNeuron,10396,Neuron
PSFLIPNeuron,57194,Neuron
PSFLIPNeuron,10396,Neuron
PSFLIPmNeuron,57194,Neuron
PSFLIPmNeuron,10396,Neuron
PSFLIPmNeuron,57194,Neuron
PSFLIPmNeuron,10396,Neuron
PSFLIPmNeuron,57194,Neuron
PSFLIPmNeuron,10396,Neuron
PSFLIPmNeuron,57194,Neuron
PSFLIPmNeuron,10396,Neuron
PYLALDOXmNeuron,8659,Neuron
PYLALDOXmNeuron,219,Neuron
PYLALDOXmNeuron,217,Neuron
PYRt2mNeuron,6566,Neuron
PYRt2mNeuron,6566,Neuron
PYRt2rNeuron,9123,Neuron
PYRt2rNeuron,9194,Neuron
PYRt2rNeuron,6566,Neuron
PYRt2rNeuron,6566,Neuron
PYRt2rNeuron,9194,Neuron
PYRt2rNeuron,9123,Neuron
RPENeuron,6564,Neuron
RPENeuron,6120,Neuron
RPENeuron,6120,Neuron
RPENeuron,6120,Neuron
RPINeuron,6565,Neuron
RPINeuron,22934,Neuron
RPINeuron,6564,Neuron
RPINeuron,22934,Neuron
SACCD3mNeuron,10157,Neuron
SACCD3mNeuron,10157,Neuron
SACCD4mNeuron,10157,Neuron
SACCD4mNeuron,10157,Neuron
SARCStmNeuron,,Neuron
SARDHmNeuron,1757,Neuron
SARDHmNeuron,1757,Neuron
SERGLNexRNeuron,6520,Neuron
SERGLNexRNeuron,56301,Neuron
SERGLNexRNeuron,6520,Neuron
SERGLNexRNeuron,56301,Neuron
SERGLYexRNeuron,6520,Neuron
SERGLYexRNeuron,56301,Neuron
SERGLYexRNeuron,6520,Neuron
SERGLYexRNeuron,56301,Neuron
SERt4Neuron,11254,Neuron
SERt4Neuron,57393,Neuron
SERt4Neuron,59272,Neuron
SERt4Neuron,54407,Neuron
SERt4Neuron,340024,Neuron
SERt4Neuron,81539,Neuron
SERt4Neuron,55089,Neuron
SERt4Neuron,11254,Neuron
SERt4Neuron,81539,Neuron
SERt4Neuron,54407,Neuron
SLDxmNeuron,4190,Neuron
SLDxmNeuron,130752,Neuron
SLDxmNeuron,4191,Neuron
SPODMmNeuron,6648,Neuron
SPODMmNeuron,6648,Neuron
SPODMmNeuron,6649,Neuron
SPODMmNeuron,6648,Neuron
SPODMmNeuron,6647,Neuron
SPODMmNeuron,6648,Neuron
SSALxmNeuron,7915,Neuron
SUCCt2mNeuron,1468,Neuron
SUCCt2mNeuron,1468,Neuron
SUCD1mNeuron,6391,Neuron
SUCD1mNeuron,6389,Neuron
SUCD1mNeuron,6390,Neuron
SUCD1mNeuron,6392,Neuron
SUCD1mNeuron,6390,Neuron
SUCD1mNeuron,6389,Neuron
SUCD1mNeuron,6391,Neuron
SUCD1mNeuron,6392,Neuron
SUCOAS1mNeuron,8801,Neuron
SUCOAS1mNeuron,8802,Neuron
SUCOAS1mNeuron,8802,Neuron
SUCOAS1mNeuron,8801,Neuron
SUCOASmNeuron,8802,Neuron
SUCOASmNeuron,8803,Neuron
SUCOASmNeuron,8802,Neuron
SUCOASmNeuron,8803,Neuron
SULFOXNeuron,6821,Neuron
SULFOXNeuron,6821,Neuron
T2M26DCOAHLmNeuron,3030,Neuron
T2M26DCOAHLmNeuron,3032,Neuron
T2M26DCOAHLmNeuron,549,Neuron
T4HCINNMFMNeuron,,Neuron
TALANeuron,11136,Neuron
TALANeuron,6519,Neuron
TALANeuron,6888,Neuron
TALANeuron,6888,Neuron
TCYNTtNeuron,,Neuron
TCYNTtmNeuron,,Neuron
TCYNTtmNeuron,,Neuron
THD1mNeuron,23530,Neuron
THD1mNeuron,23530,Neuron
THD1mNeuron,23530,Neuron
THFtmNeuron,,Neuron
TKT1Neuron,84076,Neuron
TKT1Neuron,8277,Neuron
TKT1Neuron,7086,Neuron
TKT1Neuron,8277,Neuron
TKT1Neuron,7086,Neuron
TKT2Neuron,84076,Neuron
TKT2Neuron,8277,Neuron
TKT2Neuron,7086,Neuron
TKT2Neuron,8277,Neuron
TKT2Neuron,7086,Neuron
TMDK1mNeuron,7084,Neuron
TMDK1mNeuron,7084,Neuron
TMDK1mNeuron,7083,Neuron
TMDK1mNeuron,7084,Neuron
TMDK1mNeuron,7084,Neuron
TRDRmNeuron,7296,Neuron
TRDRmNeuron,7296,Neuron
TRDRmNeuron,7296,Neuron
TRDRmNeuron,7296,Neuron
TRDRmNeuron,10587,Neuron
TYRTAmNeuron,117247,Neuron
TYRTAmNeuron,2805,Neuron
TYRTAmNeuron,2806,Neuron
TYRTAmNeuron,11254,Neuron
TYRTAmNeuron,57393,Neuron
TYRTAmNeuron,59272,Neuron
TYRTAmNeuron,340024,Neuron
TYRTAmNeuron,6565,Neuron
TYRTAmNeuron,6898,Neuron
TYRTAmNeuron,6564,Neuron
TYRTAmNeuron,2806,Neuron
TYRTAmNeuron,2806,Neuron
TYRTAmNeuron,6898,Neuron
TYRTAmNeuron,2806,Neuron
TYRTAmNeuron,2805,Neuron
TYRTAmNeuron,2806,Neuron
TYRTAmNeuron,6898,Neuron
TYRTAmNeuron,2806,Neuron
UPP3SNeuron,7390,Neuron
UPP3SNeuron,7390,Neuron
UPPDC1Neuron,7389,Neuron
UPPDC1Neuron,7389,Neuron
VALTANeuron,587,Neuron
VALTANeuron,586,Neuron
VALTANeuron,586,Neuron
VALTAmNeuron,587,Neuron
VALTAmNeuron,587,Neuron
VALTAmNeuron,587,Neuron
VALTAmNeuron,586,Neuron
VALTAmNeuron,587,Neuron
VALt5mNeuron,,Neuron
VALtecNeuron,124935,Neuron
VALtecNeuron,8501,Neuron
VALtecNeuron,124935,Neuron
VITD2HmNeuron,1594,Neuron
VITD2HmNeuron,1591,Neuron
VITD2HmNeuron,1593,Neuron
VITD2tmNeuron,,Neuron
VITD3HmNeuron,1594,Neuron
VITD3HmNeuron,1591,Neuron
VITD3HmNeuron,1593,Neuron
VITD3tmNeuron,949,Neuron
VITD3tmNeuron,29881,Neuron
VITD3tmNeuron,948,Neuron
VITD3tm3Neuron,949,Neuron
VITD3tm3Neuron,29881,Neuron
VITD3tm3Neuron,948,Neuron
MTDNAploymNeuron,,Neuron
MTDNAdpolymNeuron,,Neuron
DAKmNeuron,50808,Neuron
DTKmNeuron,,Neuron
DCKmNeuron,,Neuron
DGKmNeuron,,Neuron
NH3tmNeuron,366,Neuron
NDPK1Neuron,4830,Neuron
NDPK1Neuron,4831,Neuron
NDPK1Neuron,4830,Neuron
NDPK1Neuron,10201,Neuron
NDPK1Neuron,4831,Neuron
NDPK1Neuron,4830,Neuron
NDPK1Neuron,4832,Neuron
NDPK1Neuron,4832,Neuron
NDPK1Neuron,4830,Neuron
NDPK1Neuron,29922,Neuron
NDPK1Neuron,10201,Neuron
NDPK1Neuron,29922,Neuron
NDPK1Neuron,4831,Neuron
NDPK1Neuron,4830,Neuron
NDPK1Neuron,4833,Neuron
NDPK1Neuron,10201,Neuron
NDPK1Neuron,4831,Neuron
NDPK1Neuron,4830,Neuron
NDPK1Neuron,4832,Neuron
"NACASPtmNeuron",,Neuron
"NACASPtmNeuron",,Neuron
"NACASPtNeuron",,Neuron
GGNGNeuron,2992,Neuron
GGNGNeuron,2997,Neuron
GGNGNeuron,8908,Neuron
GGNGNeuron,2998,Neuron
GGNGNeuron,2992,Neuron
GGNGNeuron,2997,Neuron
GGNGNeuron,8908,Neuron
GGNGNeuron,2998,Neuron
GLGNS1Neuron,2992,Neuron
GLGNS1Neuron,2997,Neuron
GLGNS1Neuron,8908,Neuron
GLGNS1Neuron,2998,Neuron
GLGNS1Neuron,2992,Neuron
GLGNS1Neuron,2997,Neuron
GLGNS1Neuron,8908,Neuron
GLGNS1Neuron,2998,Neuron
GLBRANNeuron,2632,Neuron
GLBRANNeuron,2632,Neuron
GLDBRANNeuron,178,Neuron
GLDBRANNeuron,178,Neuron
GLDBRANNeuron,178,Neuron
GLDBRANNeuron,178,Neuron
GLDBRANNeuron,178,Neuron
GLDBRANNeuron,178,Neuron
GLDBRANNeuron,178,Neuron
SERtmNeuron,,Neuron
UREAtNeuron,6523,Neuron
UREAtNeuron,366,Neuron
UREAtNeuron,6528,Neuron
UREAtNeuron,8170,Neuron
UREAtNeuron,6563,Neuron
UREAtNeuron,6563,Neuron
UREAtNeuron,8170,Neuron
UREAtmNeuron,366,Neuron
UREAtmNeuron,366,Neuron
UREAtmNeuron,6523,Neuron
UREAtmNeuron,366,Neuron
UREAtmNeuron,6528,Neuron
UREAtmNeuron,8170,Neuron
UREAtmNeuron,6563,Neuron
UREAtmNeuron,366,Neuron
GLNtN1Neuron,10991,Neuron
GLNtN1Neuron,92745,Neuron
GLNtN1Neuron,92745,Neuron
GLNtN1Neuron,10991,Neuron
sinkchsterolNeuron,,Neuron
sinkvitd3Neuron,,Neuron
sinkvitd2Neuron,,Neuron
CKcNeuron,1160,Neuron
CKcNeuron,548596,Neuron
CKcNeuron,1159,Neuron
CKcNeuron,1152,Neuron
CKcNeuron,1158,Neuron
CKcNeuron,1633,Neuron
CKcNeuron,57419,Neuron
CKcNeuron,25769,Neuron
CKcNeuron,123041,Neuron
CKcNeuron,123041,Neuron
CKcNeuron,123041,Neuron
CKcNeuron,9187,Neuron
CKcNeuron,5105,Neuron
CKcNeuron,5106,Neuron
CKcNeuron,1152,Neuron
CKcNeuron,1158,Neuron
CKcNeuron,1152,Neuron
CKcNeuron,1158,Neuron
CKcNeuron,1152,Neuron
CKcNeuron,1158,Neuron
CREATtmdiffirNeuron,,Neuron
PCREATtmdiffirNeuron,,Neuron
ALATALNeuron,2875,Neuron
ALATALNeuron,84706,Neuron
ALATALNeuron,84706,Neuron
ALATALmNeuron,2875,Neuron
ALATALmNeuron,84706,Neuron
ALATALmNeuron,84706,Neuron
ALATALmNeuron,2875,Neuron
ALAtN1Neuron,10991,Neuron
ALAtN1Neuron,92745,Neuron
ALAtN1Neuron,92745,Neuron
ALAtN1Neuron,10991,Neuron
PSDmhsNeuron,23761,Neuron
PSDmhsNeuron,23761,Neuron
KtNeuron,477,Neuron
KtNeuron,481,Neuron
KtNeuron,480,Neuron
KtNeuron,476,Neuron
KtNeuron,482,Neuron
KtNeuron,478,Neuron
KtNeuron,483,Neuron
KtNeuron,3786,Neuron
KtNeuron,3785,Neuron
HtrnsEXNeuron,6571,Neuron
HtrnsEXNeuron,6570,Neuron
NaEXNeuron,,Neuron
GLCt1rNeuron,6517,Neuron
GLCt1rNeuron,6515,Neuron
GLCt1rNeuron,6513,Neuron
GLCt1rNeuron,66035,Neuron
GLCt1rNeuron,6514,Neuron
GLCt1rNeuron,155184,Neuron
GLCt1rNeuron,29988,Neuron
GLCt1rNeuron,81031,Neuron
GLCt1rNeuron,56606,Neuron
GLCt1rNeuron,144195,Neuron
GLCt1rNeuron,11182,Neuron
GLCt1rNeuron,154091,Neuron
GLCt1rNeuron,56606,Neuron
GLCt1rNeuron,6513,Neuron
GLCt1rNeuron,56606,Neuron
GLCt1rNeuron,6515,Neuron
GLCt1rNeuron,29988,Neuron
GLCt1rNeuron,11182,Neuron
GLCt1rNeuron,154091,Neuron
GLCt1rNeuron,81031,Neuron
GLCt1rNeuron,66035,Neuron
Fe2tNeuron,4891,Neuron
PEPCKNeuron,5105,Neuron
PEPCKNeuron,5106,Neuron
PEPCKNeuron,5105,Neuron
DLACt2Neuron,6566,Neuron
LLACt2rNeuron,6566,Neuron
LLACtmNeuron,6566,Neuron
DLACtmNeuron,6566,Neuron
LLACt2rNeuron,9194,Neuron
DLACt2Neuron,9194,Neuron
LLACtmNeuron,9194,Neuron
ACYPNeuron,97,Neuron
ATPS4mNeuron,521,Neuron
ATPS4mNeuron,9551,Neuron
ATPS4mNeuron,10476,Neuron
ATPS4mNeuron,515,Neuron
ATPS4mNeuron,513,Neuron
ATPS4mNeuron,498,Neuron
ATPS4mNeuron,514,Neuron
ATPS4mNeuron,516,Neuron
ATPS4mNeuron,509,Neuron
ATPS4mNeuron,10632,Neuron
ATPS4mNeuron,4905,Neuron
ATPS4mNeuron,506,Neuron
ATPS4mNeuron,522,Neuron
CYOOm2Neuron,84701,Neuron
CYOOm2Neuron,1327,Neuron
CYOOm2Neuron,341947,Neuron
CYOOm2Neuron,4514,Neuron
CYOOm2Neuron,1351,Neuron
CYOOm2Neuron,1339,Neuron
CYOOm2Neuron,1329,Neuron
CYOOm2Neuron,9377,Neuron
CYOOm2Neuron,1347,Neuron
CYOOm2Neuron,9167,Neuron
CYOOm2Neuron,1346,Neuron
CYOOm2Neuron,1337,Neuron
CYOOm2Neuron,125965,Neuron
CYOOm2Neuron,1350,Neuron
CYOOm2Neuron,1345,Neuron
CYOOm2Neuron,1340,Neuron
CYOOm2Neuron,4513,Neuron
CYOOm2Neuron,170712,Neuron
CYOOm2Neuron,1349,Neuron
CYOOm2Neuron,4512,Neuron
CYORu10mNeuron,4519,Neuron
CYORu10mNeuron,29796,Neuron
CYORu10mNeuron,10975,Neuron
CYORu10mNeuron,7381,Neuron
CYORu10mNeuron,7384,Neuron
CYORu10mNeuron,7388,Neuron
CYORu10mNeuron,7386,Neuron
CYORu10mNeuron,27089,Neuron
CYORu10mNeuron,1537,Neuron
CYORu10mNeuron,7385,Neuron
LLACt2rNeuron,9123,Neuron
DLACt2Neuron,9123,Neuron
DPGMNeuron,669,Neuron
PGMNeuron,669,Neuron
DPGaseNeuron,669,Neuron
DPGMNeuron,5223,Neuron
PGMNeuron,5223,Neuron
DPGaseNeuron,5223,Neuron
ENONeuron,2027,Neuron
ENONeuron,2023,Neuron
ENONeuron,2026,Neuron
FBANeuron,230,Neuron
FBANeuron,226,Neuron
G3PD2mNeuron,2820,Neuron
GAPDNeuron,2597,Neuron
HEX1Neuron,3098,Neuron
HEX1Neuron,2645,Neuron
HEX1Neuron,80201,Neuron
HEX1Neuron,3099,Neuron
"NADH2u10mNeuron",55967,Neuron
"NADH2u10mNeuron",4537,Neuron
"NADH2u10mNeuron",4710,Neuron
"NADH2u10mNeuron",4726,Neuron
"NADH2u10mNeuron",4717,Neuron
"NADH2u10mNeuron",4539,Neuron
"NADH2u10mNeuron",7991,Neuron
"NADH2u10mNeuron",4536,Neuron
"NADH2u10mNeuron",4712,Neuron
"NADH2u10mNeuron",4708,Neuron
"NADH2u10mNeuron",4707,Neuron
"NADH2u10mNeuron",4713,Neuron
"NADH2u10mNeuron",4706,Neuron
"NADH2u10mNeuron",4724,Neuron
"NADH2u10mNeuron",4711,Neuron
"NADH2u10mNeuron",51079,Neuron
"NADH2u10mNeuron",4698,Neuron
"NADH2u10mNeuron",4716,Neuron
"NADH2u10mNeuron",4731,Neuron
"NADH2u10mNeuron",4723,Neuron
"NADH2u10mNeuron",4540,Neuron
"NADH2u10mNeuron",4694,Neuron
"NADH2u10mNeuron",4715,Neuron
"NADH2u10mNeuron",4718,Neuron
"NADH2u10mNeuron",4535,Neuron
"NADH2u10mNeuron",4695,Neuron
"NADH2u10mNeuron",4722,Neuron
"NADH2u10mNeuron",126328,Neuron
"NADH2u10mNeuron",4704,Neuron
"NADH2u10mNeuron",4700,Neuron
"NADH2u10mNeuron",4725,Neuron
"NADH2u10mNeuron",4729,Neuron
"NADH2u10mNeuron",4705,Neuron
"NADH2u10mNeuron",4701,Neuron
"NADH2u10mNeuron",374291,Neuron
"NADH2u10mNeuron",4697,Neuron
"NADH2u10mNeuron",4702,Neuron
"NADH2u10mNeuron",4709,Neuron
"NADH2u10mNeuron",4696,Neuron
"NADH2u10mNeuron",4541,Neuron
"NADH2u10mNeuron",4728,Neuron
"NADH2u10mNeuron",4719,Neuron
"NADH2u10mNeuron",4538,Neuron
"NADH2u10mNeuron",4720,Neuron
"NADH2u10mNeuron",4714,Neuron
PFKNeuron,5214,Neuron
PFKNeuron,5211,Neuron
PFKNeuron,5213,Neuron
PGINeuron,2821,Neuron
PGKNeuron,5232,Neuron
PGKNeuron,5230,Neuron
PGKNeuron,348477,Neuron
PPANeuron,5464,Neuron
PPAmNeuron,27068,Neuron
PYKNeuron,5315,Neuron
TPINeuron,286016,Neuron
TPINeuron,7167,Neuron
10FTHF5GLUtm,,Astrocyte
10FTHF6GLUtm,,Astrocyte
10FTHF7GLUtm,,Astrocyte
10FTHFtm,,Astrocyte
1a2425VITD2Hm,1594,Astrocyte
1a2425VITD3Hm,1594,Astrocyte
1a25VITD2Hm,1591,Astrocyte
1a25VITD3Hm,1591,Astrocyte
2425VITD2Hm,1591,Astrocyte
2425VITD2Hm,1594,Astrocyte
2425VITD2Hm,1591,Astrocyte
2425VITD3Hm,1591,Astrocyte
2425VITD3Hm,1594,Astrocyte
2425VITD3Hm,1591,Astrocyte
25HVITD2t,,Astrocyte
25HVITD2tin,,Astrocyte
25HVITD2tinm,,Astrocyte
25HVITD2tinm,,Astrocyte
25HVITD2tm,,Astrocyte
25HVITD3t,,Astrocyte
25HVITD3tin,,Astrocyte
25HVITD3tinm,,Astrocyte
25HVITD3tinm,,Astrocyte
25HVITD3tm,,Astrocyte
25VITD2Hm,1591,Astrocyte
25VITD2Hm,1594,Astrocyte
25VITD2Hm,1594,Astrocyte
25VITD2Hm,1591,Astrocyte
25VITD3Hm,1591,Astrocyte
