,ID,cell,AbsoluteC,mean_shift_clusters
116,ASPGLUm,Astrocyte,0.8383246988979319,1
117,ASPTA,Astrocyte,0.0017177097000531,0
118,ASPTAm,Astrocyte,0.0145565790032721,0
119,ATPtm,Astrocyte,0.0247538314644827,0
120,BACCLm,Astrocyte,0.6922756766999751,1
121,BALAVECSEC,Astrocyte,0.0261986567945998,0
122,BALAVECSECInt,Astrocyte,0.0138881380766592,0
123,BALAtmr,Astrocyte,0.0030206015454366,0
124,BAMPPALDOXm,Astrocyte,0.8305785090123242,1
125,BDHm,Astrocyte,0.6701479196303204,1
126,BETALDHxm,Astrocyte,0.8375039845136403,1
127,BHBt,Astrocyte,0.0297775816213035,0
128,BHBtInt,Astrocyte,0.0459033364812794,0
129,BHBtm,Astrocyte,0.7986338851296948,1
130,BTNDm,Astrocyte,0.1554999160616073,0
131,BTNPLm,Astrocyte,0.6495847083882094,1
132,BTNt2,Astrocyte,0.0209444029393647,0
133,BTNt2Int,Astrocyte,0.0459033364812963,0
134,BTNt2m,Astrocyte,0.8115255588016032,1
135,BTNt4i,Astrocyte,0.0209444029396006,0
136,BTNt4iInt,Astrocyte,0.0459033364813195,0
137,C160CPT2,Astrocyte,0.018616658711294,0
138,C160CRNt,Astrocyte,0.0152843192433492,0
139,C204CPT2,Astrocyte,0.0036345810144983,0
140,C226CPT2,Astrocyte,0.0036345810145507,0
141,C2M26DCOAHLm,Astrocyte,0.143854005788892,0
142,CATm,Astrocyte,0.1543530452626724,0
143,CBLATm,Astrocyte,0.6844057923943702,1
144,CDPDAGtm,Astrocyte,0.014883691236714,0
145,CDSm,Astrocyte,0.640084623009243,1
146,CHSTEROLt3,Astrocyte,0.0566323494636712,0
147,CITRtm,Astrocyte,0.0150139534196597,0
148,CITtam,Astrocyte,0.0011140117650705,0
149,CITtbm,Astrocyte,0.0019352635680249,0
150,CK,Astrocyte,0.0895240813308663,0
151,CKc,Astrocyte,0.0429896441781226,0
152,CO2t,Astrocyte,0.0257469104250475,0
153,CO2tInt,Astrocyte,0.0020470073734485,0
154,CO2tm,Astrocyte,0.0027644213743139,0
155,COQ3m,Astrocyte,0.6335989176120178,1
156,COQ5m,Astrocyte,0.6307502776755091,1
157,COQ6m,Astrocyte,0.1555466319488663,0
158,COQ7m,Astrocyte,0.7930289966920121,1
159,COUCOAFm,Astrocyte,0.0498775646562447,0
160,CPPPGO,Astrocyte,0.0197556158725123,0
161,CREATtmdiffir,Astrocyte,0.0061087498065146,0
162,CRNt,Astrocyte,0.0440520590861237,0
163,CRNtInt,Astrocyte,0.008756637384808,0
164,CRNtim,Astrocyte,0.1282394490342351,0
165,CSNAT2m,Astrocyte,0.0020890056840714,0
166,CSNATm,Astrocyte,0.0184896886752143,0
167,CSm,Astrocyte,0.8740260087773956,1
168,CYANSTm,Astrocyte,0.7603612206068547,1
169,CYANt,Astrocyte,0.0636087950015628,0
170,CYANtInt,Astrocyte,0.0262902354685785,0
171,CYANtm,Astrocyte,0.1462323940023899,0
172,CYSGLUexR,Astrocyte,0.0042582022702521,0
173,CYSGLUexRInt,Astrocyte,0.0032131409625518,0
174,CYSGLYex,Astrocyte,0.0022442217231997,0
175,CYSGLYexR,Astrocyte,0.0022442217233006,0
176,CYSGLYexInt,Astrocyte,0.0015739306637406,0
177,CYSO,Astrocyte,0.0129056886054759,0
178,CYSTAm,Astrocyte,0.0062745929831369,0
179,CYStec,Astrocyte,0.0009279798205486572,0
180,CYStecInt,Astrocyte,0.0009644860095169856,0
181,CYTK1m,Astrocyte,0.0094284501432388,0
182,DLACt2,Astrocyte,0.0297775816205989,0
183,DLACt2Int,Astrocyte,0.0459033364812753,0
184,DLACtm,Astrocyte,0.7986338851296951,1
185,DAKm,Astrocyte,0.0013306338646155,0
186,DCKm,Astrocyte,0.0129793160994425,0
187,DDPGAm,Astrocyte,0.0017766062764329,0
188,DECDPtm,Astrocyte,0.0593250830908942,0
189,DGKm,Astrocyte,0.0129793160994351,0
190,DGNSKm,Astrocyte,0.7140770028446211,1
191,DGSNt,Astrocyte,0.0160225141968243,0
192,DGSNtInt,Astrocyte,0.0126030944575388,0
193,DGSNtm,Astrocyte,0.0923075127802315,0
194,DHDPBMTm,Astrocyte,0.6329192358822263,1
195,DHFtm,Astrocyte,0.056647415867121,0
196,DPHMBDCm,Astrocyte,0.6868752262667435,1
197,DTKm,Astrocyte,0.0143595088006129,0
198,DURIK1m,Astrocyte,0.707471881485846,1
199,DUTPDPm,Astrocyte,0.7991034631892603,1
200,ECOAH12m,Astrocyte,0.1439938009473662,0
201,ECOAH1m,Astrocyte,0.1609179195980139,0
202,ECOAH9m,Astrocyte,0.1523586120093939,0
203,EHGLAT2m,Astrocyte,0.0019673914846531,0
204,EHGLATm,Astrocyte,0.0110674255930358,0
205,ETF,Astrocyte,0.0005779442763406855,0
206,ETFQO,Astrocyte,0.0013447171622392,0
207,ETOHMO,Astrocyte,0.0161573687980863,0
