ID,cell,AbsoluteC
C226CPT2Neuron,Neuron,0.00737712937687222
C2M26DCOAHLmNeuron,Neuron,0.12513253202468128
CATmNeuron,Neuron,0.13578055607408915
CBLATmNeuron,Neuron,0.46421035057409493
CDPDAGtmNeuron,Neuron,0.014839334738091136
CDSmNeuron,Neuron,0.45328937951246345
CHSTEROLt3Neuron,Neuron,0.05676628665341772
CITRtmNeuron,Neuron,0.014846761896752438
CITtamNeuron,Neuron,5.474433902331146e-4
CITtbmNeuron,Neuron,0.0010785207710055842
CKNeuron,Neuron,0.029885251691840222
CKcNeuron,Neuron,0.015292824930924391
CO2tNeuron,Neuron,0.0016697662279622787
CO2tmNeuron,Neuron,0.010913118657174493
COQ3mNeuron,Neuron,0.43078896202978284
COQ5mNeuron,Neuron,0.4366176748984293
COQ6mNeuron,Neuron,0.1321775826731389
COQ7mNeuron,Neuron,0.5118069550176784
COUCOAFmNeuron,Neuron,0.05474951454259316
CPPPGONeuron,Neuron,0.053230992544888875
CREATtmdiffirNeuron,Neuron,0.005959449196167316
CRNtNeuron,Neuron,0.0018418653062118758
CRNtimNeuron,Neuron,0.0213650722911658
CSNAT2mNeuron,Neuron,0.010617562467299458
CSNATmNeuron,Neuron,0.021706182105675993
CSmNeuron,Neuron,0.5522742417903036
CYANSTmNeuron,Neuron,0.4921500202703748
CYANtNeuron,Neuron,0.007257625383579187
CYANtmNeuron,Neuron,0.03938626347840258
CYSGLUexRNeuron,Neuron,0.0017634339391157433
CYSGLYexRNeuron,Neuron,0.001419271858740843
CYSONeuron,Neuron,0.04746733039932979
CYSTAmNeuron,Neuron,0.006432710147885121
CYStecNeuron,Neuron,0.0011752317795023291
CYTK1mNeuron,Neuron,0.02335215848051734
DLACt2Neuron,Neuron,0.12257198031829515
DLACtmNeuron,Neuron,0.5515786244364467
DAKmNeuron,Neuron,0.0010241338267597282
DCKmNeuron,Neuron,0.026626334034255916
DDPGAmNeuron,Neuron,0.0010016847475126094
DECDPtmNeuron,Neuron,0.05971809897913805
DGKmNeuron,Neuron,0.02662633403428226
DGNSKmNeuron,Neuron,0.4798889006686931
DGSNtNeuron,Neuron,0.0015343071541090657
DGSNtmNeuron,Neuron,0.031807071938377736
DHDPBMTmNeuron,Neuron,0.43021355709798664
DHFtmNeuron,Neuron,0.05676827278949746
DPHMBDCmNeuron,Neuron,0.46114261457220856
DTKmNeuron,Neuron,0.028611905833997333
DURIK1mNeuron,Neuron,0.4633702875867896
DUTPDPmNeuron,Neuron,0.5179933131975151
ECOAH12mNeuron,Neuron,0.12532515351436926
ECOAH1mNeuron,Neuron,0.12189713605917384
ECOAH9mNeuron,Neuron,0.1325954554402252
EHGLAT2mNeuron,Neuron,0.0012679679830607533
EHGLATmNeuron,Neuron,0.01140829498484361
ETFQONeuron,Neuron,0.0011271295064936469
ETFNeuron,Neuron,3.230401245723235e-4
ETOHMONeuron,Neuron,0.05016915422699931
ETOHtNeuron,Neuron,0.0019544501378339824
FALDtmNeuron,Neuron,0.05700558768772769
FCLTmNeuron,Neuron,0.4412893489989284
FE2tmNeuron,Neuron,0.5525070304462122
FORt2mNeuron,Neuron,0.057151604043336336
FPGS2mNeuron,Neuron,0.5048025680518019
FPGS3mNeuron,Neuron,0.5053216685563765
FPGS4mNeuron,Neuron,0.5072150199065579
FPGS5mNeuron,Neuron,0.5034220679459231
FPGS6mNeuron,Neuron,0.5053216330515637
FPGS7mNeuron,Neuron,0.503773072167982
FPGS8mNeuron,Neuron,0.5048023920321436
FPGS9mNeuron,Neuron,0.505321668516317
FPGSmNeuron,Neuron,0.5129879256508241
FTHFLmNeuron,Neuron,0.0732642109818943
FUMSO3tmNeuron,Neuron,6.912835561458901e-4
FUMSO4tmNeuron,Neuron,8.76468234577927e-4
FUMTSULtmNeuron,Neuron,8.082973659250801e-4
FUMmNeuron,Neuron,0.12210254348963534
FUMtmNeuron,Neuron,0.02170476294305984
Fe2tNeuron,Neuron,0.004972076004309101
G5SDymNeuron,Neuron,0.4623423004169698
G6PDH2rNeuron,Neuron,0.04430034174725553
GCALDDmNeuron,Neuron,0.5243850387860819
GCC2amNeuron,Neuron,0.4659033547986096
GCC2bimNeuron,Neuron,0.0015742685607896627
GCC2cmNeuron,Neuron,0.45933018864846825
GCCamNeuron,Neuron,0.46590335479860767
GCCbimNeuron,Neuron,0.001574268560772508
GCCcmNeuron,Neuron,0.4593301886484617
GGNGNeuron,Neuron,0.044167671241880334
GHMT2rmNeuron,Neuron,0.1518895614499526
GHMT3mNeuron,Neuron,0.4401974255146896
GLACOmNeuron,Neuron,0.5243850387860801
GLBRANNeuron,Neuron,0.014963344905695371
GLCt1rNeuron,Neuron,0.0018303588482106185
GLDBRANNeuron,Neuron,0.0055019171957892245
GLGNS1Neuron,Neuron,0.05018241267913834
GLNtN1Neuron,Neuron,0.14535259151136928
GLNtmNeuron,Neuron,0.002315635344844768
GLU5KmNeuron,Neuron,0.031569582497813234
GLUDxmNeuron,Neuron,0.5442051420135177
GLUDymNeuron,Neuron,0.5208704024618742
GLUNmNeuron,Neuron,0.18279361584700654
GLUTCOADHmNeuron,Neuron,0.47753805092003065
GLUVESSECNeuron,Neuron,0.07535207232938235
GLUt2mNeuron,Neuron,0.5737057310410116
GLYATmNeuron,Neuron,0.015462691273238332
GLYCLTDymNeuron,Neuron,0.4316727078653133
GLYCtNeuron,Neuron,0.007284722415895428
GLYCtmNeuron,Neuron,0.03939023324363444
GLYKmNeuron,Neuron,0.4817047398325612
GLYOXmNeuron,Neuron,0.5041037569907038
GLYtmNeuron,Neuron,0.001583439781826346
GNDNeuron,Neuron,0.006661243880668864
GTHOmNeuron,Neuron,0.4365562340247903
GTHPmNeuron,Neuron,0.12158573996836114
H2CO3DmNeuron,Neuron,0.1697127836529883
H2O2tNeuron,Neuron,0.0018506089270431015
H2O2tmNeuron,Neuron,3.7260234519199335e-4
H2OtNeuron,Neuron,0.0024159524927181496
H2OtmNeuron,Neuron,0.16066874775319323
HACD1mNeuron,Neuron,0.46715690535148563
HACD9mNeuron,Neuron,0.4664719087961588
HBZOPT10mNeuron,Neuron,0.06378627181467869
HCO3EmNeuron,Neuron,0.535373347951096
HIBDmNeuron,Neuron,0.46067001260359114
HMBSNeuron,Neuron,0.0025952317059200793
HMGCOASimNeuron,Neuron,0.5493468356046525
HMGLmNeuron,Neuron,0.002289074151752561
HPROxmNeuron,Neuron,0.45937727692680086
HtNeuron,Neuron,0.12257198031831083
HtmNeuron,Neuron,0.5404670504371955
HtrnsEXNeuron,Neuron,0.12574209829048938
ICDHxmNeuron,Neuron,0.08839040167131204
ICDHyrmNeuron,Neuron,0.04788260895857332
ILETANeuron,Neuron,0.009521635709304583
ILETAmNeuron,Neuron,0.008458781732100677
ILEt5mNeuron,Neuron,0.0013138447814478398
ILEtecNeuron,Neuron,6.971477353790742e-4
IMACTDmNeuron,Neuron,0.5243850387860873
ITCOAL1mNeuron,Neuron,0.034037667195156676
ITCOALmNeuron,Neuron,0.057279992435908186
Kt1rNeuron,Neuron,0.002167720942639328
KtNeuron,Neuron,0.002167720943071721
LLACt2rNeuron,Neuron,0.12257198031833351
LLACtmNeuron,Neuron,0.5404670504371986
LCADiDmNeuron,Neuron,0.5243850387860871
LCADimNeuron,Neuron,0.5243850387860874
LCYSTATmNeuron,Neuron,0.008492668899218904
LDHLNeuron,Neuron,0.044316918119873996
LDHLmNeuron,Neuron,0.4672706806206025
LEUTANeuron,Neuron,0.009521531941502515
LEUTAmNeuron,Neuron,0.008586901360678256
LEUt5mNeuron,Neuron,0.0013272494260278566
LEUtecNeuron,Neuron,7.048772497328693e-4
LSOProdNeuron,Neuron,0.017970033443190907
LYStiDFNeuron,Neuron,0.0032331148118280727
LYStmNeuron,Neuron,0.5587252576864427
MALSO3tmNeuron,Neuron,7.397892493655068e-4
MALSO4tmNeuron,Neuron,6.551501475033148e-4
MALTSULtmNeuron,Neuron,6.458459180104002e-4
MALtmNeuron,Neuron,0.026939029064047517
MCCCrmNeuron,Neuron,0.4942001681749963
MDHNeuron,Neuron,0.046068391115899464
MDHmNeuron,Neuron,0.4559032545590201
ME2mNeuron,Neuron,0.04928533185962469
MECOALmNeuron,Neuron,0.05727999243591133
MECOAS1mNeuron,Neuron,0.03403766719514555
MGCHrmNeuron,Neuron,0.13318480455511864
MMCDmNeuron,Neuron,0.4519007151755245
MMEmNeuron,Neuron,0.0031235157994687146
MMMmNeuron,Neuron,3.882584883673717e-4
MMSAD1mNeuron,Neuron,0.10406748368433234
MMSAD3mNeuron,Neuron,0.09752342756672581
MTDNAdpolymNeuron,Neuron,0.5315287855898783
MTDNAploymNeuron,Neuron,0.0023851947386443403
MTHFCmNeuron,Neuron,0.5223644281671461
MTHFDmNeuron,Neuron,0.013426836199706907
"NABTNOmNeuron",Neuron,0.5243850387860883
"NACASPtNeuron",Neuron,0.097111258618197
"NACASPtmNeuron",Neuron,0.1194405982635105
NDPK10mNeuron,Neuron,0.023352158480550864
NDPK1Neuron,Neuron,0.0012143897334844697
NDPK1mNeuron,Neuron,0.026060531590250156
NDPK2mNeuron,Neuron,0.02335215848054292
NDPK3mNeuron,Neuron,0.02634509488692418
NDPK4mNeuron,Neuron,0.02457024842013257
NDPK5mNeuron,Neuron,0.024570248420132862
NDPK6mNeuron,Neuron,0.026640897335750566
NDPK7mNeuron,Neuron,0.0245702484201352
NDPK8mNeuron,Neuron,0.024633247915282225
NDPK9mNeuron,Neuron,0.023352158480539103
NH3tmNeuron,Neuron,0.5763030866977531
NH4t3rNeuron,Neuron,0.12853901129512466
NMNATmNeuron,Neuron,0.5016119119701049
NNATmNeuron,Neuron,0.4717336960545578
NTD1mNeuron,Neuron,0.20088064154296345
NTD2mNeuron,Neuron,0.19177104805297857
NTD5mNeuron,Neuron,0.1838966426142028
NaEXNeuron,Neuron,0.0019370150901485193
NaKtNeuron,Neuron,0.0947777006074282
O2StNeuron,Neuron,2.014820020133688e-4
O2StmNeuron,Neuron,0.027159367480209463
O2tNeuron,Neuron,0.0015311610215152786
O2tmNeuron,Neuron,0.016759522807694112
OCOAT1mNeuron,Neuron,0.001825971405088489
OIVD1mNeuron,Neuron,0.094423373527772
OIVD2mNeuron,Neuron,0.09721278782643838
OIVD3mNeuron,Neuron,0.09721308532957748
ORNTArmNeuron,Neuron,0.013602926800126012
ORNt3mNeuron,Neuron,0.5542082852072582
ORNt4mNeuron,Neuron,0.5546348138405649
ORNtiDFNeuron,Neuron,0.00901169832633067
P45011A1mNeuron,Neuron,0.5440434362681905
P5CDmNeuron,Neuron,0.5457871901068939
PCFLOPmNeuron,Neuron,0.07374330092089477
PCREATtmdiffirNeuron,Neuron,0.005959449197047545
PDHmNeuron,Neuron,0.09444554649442165
PEFLIPNeuron,Neuron,0.07523273337922828
PEFLIPmNeuron,Neuron,0.07506615937476686
PEPCKNeuron,Neuron,4.4415754785524087e-4
PETOHMmhsNeuron,Neuron,0.43993788916048454
PGLNeuron,Neuron,0.05045537739098241
PHCDmNeuron,Neuron,0.5273189520308273
PHCHGSmNeuron,Neuron,0.5162826797195365
PHEMEtmNeuron,Neuron,0.05684609392745813
PHETA1mNeuron,Neuron,0.006432710147922723
PIt2mNeuron,Neuron,0.5966170731465054
PIt7Neuron,Neuron,0.004891559622245363
PNTKmNeuron,Neuron,0.46664778674410556
PPA2mNeuron,Neuron,0.5307286502524297
PPAtNeuron,Neuron,0.029053998556446876
PPAtmNeuron,Neuron,0.06130375387461078
PPBNGSNeuron,Neuron,0.051459243364053275
PPCOACmNeuron,Neuron,0.49686413429283893
PPCOAOmNeuron,Neuron,7.363954263762926e-4
PPPG9tmNeuron,Neuron,0.0058474514327710725
PPPGOmNeuron,Neuron,0.12504837992793186
PRGNLONEtmNeuron,Neuron,0.05676628665350026
PRO1xmNeuron,Neuron,0.45880230114177856
PROD2mNeuron,Neuron,0.4295550248358174
PROt2rNeuron,Neuron,0.1229316710984136
PROtmNeuron,Neuron,0.0035105849980676582
PRPNCOAHYDmNeuron,Neuron,0.12545807504404688
PSDmhsNeuron,Neuron,0.4645803565873739
PSFLIPNeuron,Neuron,0.0752327333790568
PSFLIPmNeuron,Neuron,0.07049199674360924
PYLALDOXmNeuron,Neuron,0.5243850387860858
PYRt2mNeuron,Neuron,0.5675688347057073
PYRt2rNeuron,Neuron,0.12281129873387206
RPENeuron,Neuron,8.924890584278745e-4
RPINeuron,Neuron,0.0031597446102436767
SACCD3mNeuron,Neuron,0.5281390737518384
SACCD4mNeuron,Neuron,0.5395020131649498
SARCStmNeuron,Neuron,0.005889556951024715
SARDHmNeuron,Neuron,0.00736536045783696
SERGLNexRNeuron,Neuron,0.0020643307940131825
SERGLYexRNeuron,Neuron,0.0013761561926077775
SERt4Neuron,Neuron,0.0029579859303838405
SERtmNeuron,Neuron,0.0021730872142132177
SLDxmNeuron,Neuron,0.4606321189141205
SPODMmNeuron,Neuron,0.4400889193620946
SSALxmNeuron,Neuron,0.5413653449876038
SUCCt2mNeuron,Neuron,0.02325871419373824
SUCD1mNeuron,Neuron,8.269600886340958e-4
SUCOAS1mNeuron,Neuron,0.037330637828453514
SUCOASmNeuron,Neuron,0.061516907481949656
SULFOXNeuron,Neuron,0.05243639847821982
T2M26DCOAHLmNeuron,Neuron,0.12513253202467275
T4HCINNMFMNeuron,Neuron,0.13491731088744124
